TimePeriod,GeoType,GeoID,GeoRank,Geography,"Age-adjusted rate per 10,000","Estimated annual rate per 10,000",Number
2013,UHF42,410,4,Rockaways,23.2,24.9,223
2013,UHF42,501,4,Port Richmond,32.6,32.9,159
2013,UHF42,502,4,Stapleton - St. George,23.7,24.7,236
2013,UHF42,503,4,Willowbrook,11.0,12.7,88
2013,UHF42,504,4,South Beach - Tottenville,9.5,10.0,153
2013,Borough,1,1,Bronx,45.1,44.6,"4,724"
2013,Borough,2,1,Brooklyn,25.1,24.7,"4,921"
2013,Borough,3,1,Manhattan,18.6,18.0,"2,508"
2013,Borough,4,1,Queens,13.3,13.8,"2,527"
2013,Borough,5,1,Staten Island,16.7,17.8,651
2013,Citywide,1,0,New York City,23.0,23.1,"15,331"
2012,UHF42,101,4,Kingsbridge - Riverdale,20.6,22.8,169
2012,UHF42,102,4,Northeast Bronx,32.5,34.6,537
2012,UHF42,103,4,Fordham - Bronx Pk,57.7,53.5,986
2012,UHF42,104,4,Pelham - Throgs Neck,37.0,37.6,866
2012,UHF42,105,4,Crotona - Tremont,69.3,63.1,943
2012,UHF42,106,4,High Bridge - Morrisania,66.4,62.6,954
2012,UHF42,107,4,Hunts Point - Mott Haven,67.4,64.6,638
2012,UHF42,201,4,Greenpoint,16.0,12.0,125
2012,UHF42,202,4,Downtown - Heights - Slope,22.9,18.9,375
2012,UHF42,203,4,Bedford Stuyvesant - Crown Heights,43.2,40.5,"1,023"
2012,UHF42,204,4,East New York,42.0,39.7,539
2012,UHF42,205,4,Sunset Park,26.4,21.5,210
2012,UHF42,206,4,Borough Park,11.2,11.4,273
2012,UHF42,207,4,East Flatbush - Flatbush,25.9,26.1,608
2012,UHF42,208,4,Canarsie - Flatlands,18.2,19.4,311
2012,UHF42,209,4,Bensonhurst - Bay Ridge,7.8,8.5,140
2012,UHF42,210,4,Coney Island - Sheepshead Bay,18.1,21.1,472
2012,UHF42,211,4,Williamsburg - Bushwick,61.7,51.5,841
2012,UHF42,301,4,Washington Heights,21.7,20.9,454
2012,UHF42,302,4,Central Harlem - Morningside Heights,41.0,37.7,534
2012,UHF42,303,4,East Harlem,61.8,60.4,534
2012,UHF42,304,4,Upper West Side,12.1,13.2,246
2012,UHF42,305,4,Upper East Side,4.8,5.1,96
2012,UHF42,306,4,Chelsea - Clinton,13.5,11.7,162
2012,UHF42,307,4,Gramercy Park - Murray Hill,6.3,5.6,67
2012,UHF42,308,4,Greenwich Village - SoHo,4.6,4.0,29
2012,UHF42,309,4,Union Square - Lower East Side,22.2,21.4,369
2012,UHF42,310,4,Lower Manhattan,12.5,9.0,46
2012,UHF42,401,4,Long Island City - Astoria,19.9,17.3,307
2012,UHF42,402,4,West Queens,13.6,12.6,466
2012,UHF42,403,4,Flushing - Clearview,8.6,9.9,208
2012,UHF42,404,4,Bayside - Little Neck,5.4,6.4,46
2012,UHF42,405,4,Ridgewood - Forest Hills,12.6,13.5,274
2012,UHF42,406,4,Fresh Meadows,9.4,10.3,80
2012,UHF42,407,4,Southwest Queens,14.2,13.9,306
2012,UHF42,408,4,Jamaica,19.4,19.8,477
2012,UHF42,409,4,Southeast Queens,11.4,12.5,208
2012,UHF42,410,4,Rockaways,23.0,24.5,219
2012,UHF42,501,4,Port Richmond,39.4,39.6,189
2012,UHF42,502,4,Stapleton - St. George,27.7,28.9,273
2012,UHF42,503,4,Willowbrook,11.5,12.9,89
2012,UHF42,504,4,South Beach - Tottenville,14.4,15.7,241
2012,Borough,1,1,Bronx,50.6,50.0,"5,232"
2012,Borough,2,1,Brooklyn,26.2,25.8,"5,076"
2012,Borough,3,1,Manhattan,19.7,19.0,"2,639"
2012,Borough,4,1,Queens,14.2,14.7,"2,662"
2012,Borough,5,1,Staten Island,20.9,22.3,813
2012,Citywide,1,0,New York City,24.9,25.0,"16,422"
2011,UHF42,101,4,Kingsbridge - Riverdale,22.6,24.8,183
2011,UHF42,102,4,Northeast Bronx,29.7,32.2,494
2011,UHF42,103,4,Fordham - Bronx Pk,59.2,54.4,987
2011,UHF42,104,4,Pelham - Throgs Neck,42.0,42.7,971
2011,UHF42,105,4,Crotona - Tremont,76.1,68.6,"1,005"
2011,UHF42,106,4,High Bridge - Morrisania,66.4,62.2,929
2011,UHF42,107,4,Hunts Point - Mott Haven,74.4,69.5,672
2011,UHF42,201,4,Greenpoint,18.7,14.5,147
2011,UHF42,202,4,Downtown - Heights - Slope,28.3,23.6,456
2011,UHF42,203,4,Bedford Stuyvesant - Crown Heights,43.3,40.3,"1,007"
2011,UHF42,204,4,East New York,46.1,43.4,585
2011,UHF42,205,4,Sunset Park,30.2,24.7,237
2011,UHF42,206,4,Borough Park,13.1,13.7,323
2011,UHF42,207,4,East Flatbush - Flatbush,25.9,26.0,601
2011,UHF42,208,4,Canarsie - Flatlands,20.7,21.8,346
2011,UHF42,209,4,Bensonhurst - Bay Ridge,8.8,9.6,156
2011,UHF42,210,4,Coney Island - Sheepshead Bay,18.3,21.2,469
2011,UHF42,211,4,Williamsburg - Bushwick,59.1,49.5,801
2011,UHF42,301,4,Washington Heights,23.1,22.1,473
2011,UHF42,302,4,Central Harlem - Morningside Heights,39.5,36.4,514
2011,UHF42,303,4,East Harlem,68.3,66.2,579
2011,UHF42,304,4,Upper West Side,10.4,11.6,215
2011,UHF42,305,4,Upper East Side,6.0,6.5,121
2011,UHF42,306,4,Chelsea - Clinton,11.9,10.7,146
2011,UHF42,307,4,Gramercy Park - Murray Hill,8.2,7.3,86
2011,UHF42,308,4,Greenwich Village - SoHo,4.4,3.7,27
2011,UHF42,309,4,Union Square - Lower East Side,23.1,21.8,373
2011,UHF42,310,4,Lower Manhattan,8.3,5.8,29
2011,UHF42,401,4,Long Island City - Astoria,20.0,17.6,310
2011,UHF42,402,4,West Queens,13.6,12.4,454
2011,UHF42,403,4,Flushing - Clearview,10.0,11.5,238
2011,UHF42,404,4,Bayside - Little Neck,6.8,8.2,59
2011,UHF42,405,4,Ridgewood - Forest Hills,11.4,12.3,249
2011,UHF42,406,4,Fresh Meadows,10.9,11.6,90
2011,UHF42,407,4,Southwest Queens,12.6,12.4,271
2011,UHF42,408,4,Jamaica,20.7,21.3,507
2011,UHF42,409,4,Southeast Queens,12.4,13.4,221
2011,UHF42,410,4,Rockaways,29.5,31.3,279
2011,UHF42,501,4,Port Richmond,33.5,32.8,156
2011,UHF42,502,4,Stapleton - St. George,28.4,29.6,279
2011,UHF42,503,4,Willowbrook,12.7,13.9,95
2011,UHF42,504,4,South Beach - Tottenville,13.8,15.3,234
2011,Borough,1,1,Bronx,52.8,52.0,"5,370"
2011,Borough,2,1,Brooklyn,27.7,27.2,"5,294"
2011,Borough,3,1,Manhattan,20.3,19.6,"2,686"
2011,Borough,4,1,Queens,15.0,15.4,"2,772"
2011,Borough,5,1,Staten Island,20.2,21.5,782
2011,Citywide,1,0,New York City,26.0,26.0,"16,904"
2010,UHF42,101,4,Kingsbridge - Riverdale,25.8,28.7,211
2010,UHF42,102,4,Northeast Bronx,33.5,35.6,523
2010,UHF42,103,4,Fordham - Bronx Pk,55.2,51.0,940
2010,UHF42,104,4,Pelham - Throgs Neck,44.1,44.7,"1,011"
2010,UHF42,105,4,Crotona - Tremont,87.7,78.8,"1,135"
2010,UHF42,106,4,High Bridge - Morrisania,70.5,66.6,986
2010,UHF42,107,4,Hunts Point - Mott Haven,77.6,71.8,686
2010,UHF42,201,4,Greenpoint,20.6,15.4,160
2010,UHF42,202,4,Downtown - Heights - Slope,27.4,22.6,414
2010,UHF42,203,4,Bedford Stuyvesant - Crown Heights,49.4,46.9,"1,134"
2010,UHF42,204,4,East New York,46.2,43.9,590
2010,UHF42,205,4,Sunset Park,30.3,24.1,238
2010,UHF42,206,4,Borough Park,12.8,13.5,328
2010,UHF42,207,4,East Flatbush - Flatbush,26.3,26.6,610
2010,UHF42,208,4,Canarsie - Flatlands,21.7,23.0,349
2010,UHF42,209,4,Bensonhurst - Bay Ridge,8.9,9.7,168
2010,UHF42,210,4,Coney Island - Sheepshead Bay,16.7,19.7,471
2010,UHF42,211,4,Williamsburg - Bushwick,60.1,51.3,797
2010,UHF42,301,4,Washington Heights,23.7,22.9,460
2010,UHF42,302,4,Central Harlem - Morningside Heights,48.1,45.3,589
2010,UHF42,303,4,East Harlem,69.7,67.9,585
2010,UHF42,304,4,Upper West Side,11.2,12.6,237
2010,UHF42,305,4,Upper East Side,5.3,5.4,101
2010,UHF42,306,4,Chelsea - Clinton,14.4,12.7,174
2010,UHF42,307,4,Gramercy Park - Murray Hill,10.2,8.7,107
2010,UHF42,308,4,Greenwich Village - SoHo,4.3,3.8,28
2010,UHF42,309,4,Union Square - Lower East Side,24.9,23.4,406
2010,UHF42,310,4,Lower Manhattan,14.1,10.3,48
2010,UHF42,401,4,Long Island City - Astoria,17.1,14.9,269
2010,UHF42,402,4,West Queens,12.3,11.2,432
2010,UHF42,403,4,Flushing - Clearview,8.3,9.7,209
2010,UHF42,404,4,Bayside - Little Neck,4.8,5.7,41
2010,UHF42,405,4,Ridgewood - Forest Hills,11.8,12.6,251
2010,UHF42,406,4,Fresh Meadows,10.8,11.5,88
2010,UHF42,407,4,Southwest Queens,15.7,15.7,321
2010,UHF42,408,4,Jamaica,25.9,26.7,590
2010,UHF42,409,4,Southeast Queens,14.6,16.0,245
2010,UHF42,410,4,Rockaways,29.1,30.9,260
2010,UHF42,501,4,Port Richmond,32.6,32.5,164
2010,UHF42,502,4,Stapleton - St. George,26.4,27.4,261
2010,UHF42,503,4,Willowbrook,13.1,14.1,95
2010,UHF42,504,4,South Beach - Tottenville,13.0,13.5,199
2010,Borough,1,1,Bronx,56.3,55.4,"5,641"
2010,Borough,2,1,Brooklyn,28.1,27.7,"5,412"
2010,Borough,3,1,Manhattan,21.9,21.0,"2,845"
2010,Borough,4,1,Queens,15.2,15.6,"2,798"
2010,Borough,5,1,Staten Island,19.3,20.2,727
2010,Citywide,1,0,New York City,27.0,26.9,"17,423"
2009,UHF42,101,4,Kingsbridge - Riverdale,30.0,33.1,242
2009,UHF42,102,4,Northeast Bronx,39.9,42.4,619
2009,UHF42,103,4,Fordham - Bronx Pk,67.2,62.2,"1,136"
2009,UHF42,104,4,Pelham - Throgs Neck,47.4,47.9,"1,075"
2009,UHF42,105,4,Crotona - Tremont,87.9,79.7,"1,135"
2009,UHF42,106,4,High Bridge - Morrisania,83.1,77.1,"1,111"
2009,UHF42,107,4,Hunts Point - Mott Haven,88.4,83.1,779
2009,UHF42,201,4,Greenpoint,25.8,20.1,198
2009,UHF42,202,4,Downtown - Heights - Slope,32.7,27.6,501
2009,UHF42,203,4,Bedford Stuyvesant - Crown Heights,56.4,53.8,"1,284"
2009,UHF42,204,4,East New York,46.5,44.4,585
2009,UHF42,205,4,Sunset Park,30.5,24.7,240
2009,UHF42,206,4,Borough Park,12.2,12.3,298
2009,UHF42,207,4,East Flatbush - Flatbush,26.5,26.6,607
2009,UHF42,208,4,Canarsie - Flatlands,24.5,25.4,382
2009,UHF42,209,4,Bensonhurst - Bay Ridge,9.9,10.7,183
2009,UHF42,210,4,Coney Island - Sheepshead Bay,17.0,19.7,468
2009,UHF42,211,4,Williamsburg - Bushwick,66.2,56.6,861
2009,UHF42,301,4,Washington Heights,26.0,25.0,502
2009,UHF42,302,4,Central Harlem - Morningside Heights,51.7,48.7,623
2009,UHF42,303,4,East Harlem,88.3,85.7,728
2009,UHF42,304,4,Upper West Side,14.3,15.1,284
2009,UHF42,305,4,Upper East Side,5.6,5.4,103
2009,UHF42,306,4,Chelsea - Clinton,15.6,13.9,184
2009,UHF42,307,4,Gramercy Park - Murray Hill,8.5,7.4,92
2009,UHF42,308,4,Greenwich Village - SoHo,8.4,7.2,54
2009,UHF42,309,4,Union Square - Lower East Side,28.9,26.8,466
2009,UHF42,310,4,Lower Manhattan,11.5,8.5,38
2009,UHF42,401,4,Long Island City - Astoria,19.0,16.7,299
2009,UHF42,402,4,West Queens,14.0,12.7,485
2009,UHF42,403,4,Flushing - Clearview,7.9,9.4,200
2009,UHF42,404,4,Bayside - Little Neck,8.4,10.0,71
2009,UHF42,405,4,Ridgewood - Forest Hills,10.3,10.8,215
2009,UHF42,406,4,Fresh Meadows,12.5,13.1,99
2009,UHF42,407,4,Southwest Queens,15.5,15.5,315
2009,UHF42,408,4,Jamaica,24.7,25.3,552
2009,UHF42,409,4,Southeast Queens,13.9,15.0,227
2009,UHF42,410,4,Rockaways,28.4,30.2,250
2009,UHF42,501,4,Port Richmond,39.7,39.5,197
2009,UHF42,502,4,Stapleton - St. George,30.9,31.5,298
2009,UHF42,503,4,Willowbrook,12.6,14.5,97
2009,UHF42,504,4,South Beach - Tottenville,11.6,12.6,184
2009,Borough,1,1,Bronx,63.3,62.4,"6,279"
2009,Borough,2,1,Brooklyn,30.2,29.8,"5,753"
2009,Borough,3,1,Manhattan,24.9,23.8,"3,210"
2009,Borough,4,1,Queens,15.7,16.0,"2,835"
2009,Borough,5,1,Staten Island,21.4,22.4,801
2009,Citywide,1,0,New York City,29.6,29.5,"18,878"
2008,UHF42,101,4,Kingsbridge - Riverdale,27.2,30.3,220
2008,UHF42,102,4,Northeast Bronx,35.0,37.1,537
2008,UHF42,103,4,Fordham - Bronx Pk,61.5,56.8,"1,026"
2008,UHF42,104,4,Pelham - Throgs Neck,45.4,46.0,"1,020"
2008,UHF42,105,4,Crotona - Tremont,92.6,81.9,"1,149"
2008,UHF42,106,4,High Bridge - Morrisania,76.9,72.0,"1,018"
2008,UHF42,107,4,Hunts Point - Mott Haven,94.1,86.2,790
2008,UHF42,201,4,Greenpoint,24.0,18.9,182
2008,UHF42,202,4,Downtown - Heights - Slope,34.3,29.6,528
2008,UHF42,203,4,Bedford Stuyvesant - Crown Heights,49.2,46.6,"1,096"
2008,UHF42,204,4,East New York,44.5,43.0,556
2008,UHF42,205,4,Sunset Park,28.4,23.2,221
2008,UHF42,206,4,Borough Park,11.5,11.9,282
2008,UHF42,207,4,East Flatbush - Flatbush,24.0,23.8,540
2008,UHF42,208,4,Canarsie - Flatlands,21.1,21.9,326
2008,UHF42,209,4,Bensonhurst - Bay Ridge,7.6,8.3,139
2008,UHF42,210,4,Coney Island - Sheepshead Bay,14.4,16.7,390
2008,UHF42,211,4,Williamsburg - Bushwick,69.9,60.6,901
2008,UHF42,301,4,Washington Heights,28.5,27.0,545
2008,UHF42,302,4,Central Harlem - Morningside Heights,55.2,51.0,647
2008,UHF42,303,4,East Harlem,85.6,83.1,703
2008,UHF42,304,4,Upper West Side,13.6,14.4,273
2008,UHF42,305,4,Upper East Side,5.4,5.3,101
2008,UHF42,306,4,Chelsea - Clinton,15.9,13.8,181
2008,UHF42,307,4,Gramercy Park - Murray Hill,9.7,8.6,106
2008,UHF42,308,4,Greenwich Village - SoHo,6.7,5.7,43
2008,UHF42,309,4,Union Square - Lower East Side,27.4,25.2,439
2008,UHF42,310,4,Lower Manhattan,11.4,8.6,37
2008,UHF42,401,4,Long Island City - Astoria,17.5,15.4,274
2008,UHF42,402,4,West Queens,13.6,12.4,466
2008,UHF42,403,4,Flushing - Clearview,8.1,9.1,192
2008,UHF42,404,4,Bayside - Little Neck,5.8,7.1,50
2008,UHF42,405,4,Ridgewood - Forest Hills,13.9,14.7,289
2008,UHF42,406,4,Fresh Meadows,13.3,14.1,105
2008,UHF42,407,4,Southwest Queens,16.6,16.6,332
2008,UHF42,408,4,Jamaica,26.2,26.7,574
2008,UHF42,409,4,Southeast Queens,15.3,16.2,243
2008,UHF42,410,4,Rockaways,28.2,29.8,242
2008,UHF42,501,4,Port Richmond,33.8,34.0,167
2008,UHF42,502,4,Stapleton - St. George,25.9,26.8,251
2008,UHF42,503,4,Willowbrook,12.9,14.1,94
2008,UHF42,504,4,South Beach - Tottenville,10.0,10.6,154
2008,Borough,1,1,Bronx,60.9,59.8,"5,941"
2008,Borough,2,1,Brooklyn,28.5,28.1,"5,339"
2008,Borough,3,1,Manhattan,24.8,23.7,"3,192"
2008,Borough,4,1,Queens,16.1,16.4,"2,873"
2008,Borough,5,1,Staten Island,18.5,19.5,691
2008,Citywide,1,0,New York City,28.6,28.5,"18,036"
2007,UHF42,101,4,Kingsbridge - Riverdale,18.2,19.5,141
2007,UHF42,102,4,Northeast Bronx,29.3,31.2,448
2007,UHF42,103,4,Fordham - Bronx Pk,55.1,51.1,915
2007,UHF42,104,4,Pelham - Throgs Neck,36.7,37.0,815
2007,UHF42,105,4,Crotona - Tremont,83.7,75.5,"1,049"
2007,UHF42,106,4,High Bridge - Morrisania,77.9,74.2,"1,032"
2007,UHF42,107,4,Hunts Point - Mott Haven,94.1,88.5,797
2007,UHF42,201,4,Greenpoint,31.3,25.0,236
2007,UHF42,202,4,Downtown - Heights - Slope,29.2,25.2,443
2007,UHF42,203,4,Bedford Stuyvesant - Crown Heights,50.9,48.3,"1,124"
2007,UHF42,204,4,East New York,42.2,40.8,518
2007,UHF42,205,4,Sunset Park,24.8,21.4,200
2007,UHF42,206,4,Borough Park,11.1,11.2,264
2007,UHF42,207,4,East Flatbush - Flatbush,22.9,22.9,519
2007,UHF42,208,4,Canarsie - Flatlands,17.1,17.5,258
2007,UHF42,209,4,Bensonhurst - Bay Ridge,7.3,8.0,132
2007,UHF42,210,4,Coney Island - Sheepshead Bay,15.6,17.1,394
2007,UHF42,211,4,Williamsburg - Bushwick,68.5,59.5,866
2007,UHF42,301,4,Washington Heights,27.6,26.0,523
2007,UHF42,302,4,Central Harlem - Morningside Heights,47.3,44.1,552
2007,UHF42,303,4,East Harlem,71.7,69.4,581
2007,UHF42,304,4,Upper West Side,12.7,13.1,249
2007,UHF42,305,4,Upper East Side,5.3,5.3,102
2007,UHF42,306,4,Chelsea - Clinton,15.1,13.3,172
2007,UHF42,307,4,Gramercy Park - Murray Hill,9.3,8.6,105
2007,UHF42,308,4,Greenwich Village - SoHo,5.6,4.8,36
2007,UHF42,309,4,Union Square - Lower East Side,24.0,22.4,387
2007,UHF42,310,4,Lower Manhattan,8.0,6.6,27
2007,UHF42,401,4,Long Island City - Astoria,15.4,13.8,243
2007,UHF42,402,4,West Queens,12.9,11.9,442
2007,UHF42,403,4,Flushing - Clearview,8.6,9.7,203
2007,UHF42,404,4,Bayside - Little Neck,6.4,7.3,51
2007,UHF42,405,4,Ridgewood - Forest Hills,12.8,13.4,262
2007,UHF42,406,4,Fresh Meadows,12.5,13.6,100
2007,UHF42,407,4,Southwest Queens,14.8,14.3,284
2007,UHF42,408,4,Jamaica,25.1,25.5,543
2007,UHF42,409,4,Southeast Queens,14.7,15.3,229
2007,UHF42,410,4,Rockaways,17.1,18.4,147
2007,UHF42,501,4,Port Richmond,29.6,28.4,137
2007,UHF42,502,4,Stapleton - St. George,19.1,19.6,181
2007,UHF42,503,4,Willowbrook,10.4,11.0,73
2007,UHF42,504,4,South Beach - Tottenville,9.1,9.6,138
2007,Borough,1,1,Bronx,57.7,56.7,"5,579"
2007,Borough,2,1,Brooklyn,28.1,27.9,"5,218"
2007,Borough,3,1,Manhattan,22.7,21.7,"2,898"
2007,Borough,4,1,Queens,15.6,15.8,"2,744"
2007,Borough,5,1,Staten Island,15.7,16.1,564
2007,Citywide,1,0,New York City,27.3,27.1,"17,003"
2006,UHF42,101,4,Kingsbridge - Riverdale,21.3,22.7,163
2006,UHF42,102,4,Northeast Bronx,29.8,31.3,448
2006,UHF42,103,4,Fordham - Bronx Pk,52.1,48.1,855
2006,UHF42,104,4,Pelham - Throgs Neck,35.0,35.4,774
2006,UHF42,105,4,Crotona - Tremont,79.6,72.3,995
2006,UHF42,106,4,High Bridge - Morrisania,74.4,69.1,947
2006,UHF42,107,4,Hunts Point - Mott Haven,93.3,87.9,778
2006,UHF42,201,4,Greenpoint,23.8,19.5,181
2006,UHF42,202,4,Downtown - Heights - Slope,29.6,26.6,465
2006,UHF42,203,4,Bedford Stuyvesant - Crown Heights,44.1,42.2,977
2006,UHF42,204,4,East New York,41.6,39.7,500
2006,UHF42,205,4,Sunset Park,23.6,20.4,189
2006,UHF42,206,4,Borough Park,11.5,11.5,267
2006,UHF42,207,4,East Flatbush - Flatbush,23.7,23.4,532
2006,UHF42,208,4,Canarsie - Flatlands,17.1,17.4,256
2006,UHF42,209,4,Bensonhurst - Bay Ridge,6.7,7.3,118
2006,UHF42,210,4,Coney Island - Sheepshead Bay,17.7,20.0,457
2006,UHF42,211,4,Williamsburg - Bushwick,69.1,60.0,861
2006,UHF42,301,4,Washington Heights,26.7,25.3,511
2006,UHF42,302,4,Central Harlem - Morningside Heights,48.2,45.0,558
2006,UHF42,303,4,East Harlem,81.8,79.4,662
2006,UHF42,304,4,Upper West Side,14.6,15.2,288
2006,UHF42,305,4,Upper East Side,6.6,6.0,114
2006,UHF42,306,4,Chelsea - Clinton,15.6,13.8,176
2006,UHF42,307,4,Gramercy Park - Murray Hill,10.9,10.0,121
2006,UHF42,308,4,Greenwich Village - SoHo,4.5,4.1,31
2006,UHF42,309,4,Union Square - Lower East Side,25.1,23.5,404
2006,UHF42,310,4,Lower Manhattan,9.2,7.7,30
2006,UHF42,401,4,Long Island City - Astoria,19.3,17.2,301
2006,UHF42,402,4,West Queens,13.3,12.2,451
2006,UHF42,403,4,Flushing - Clearview,7.6,8.4,174
2006,UHF42,404,4,Bayside - Little Neck,6.2,7.2,50
2006,UHF42,405,4,Ridgewood - Forest Hills,11.3,12.0,233
2006,UHF42,406,4,Fresh Meadows,12.8,13.6,99
2006,UHF42,407,4,Southwest Queens,17.1,16.7,330
2006,UHF42,408,4,Jamaica,24.2,24.7,524
2006,UHF42,409,4,Southeast Queens,15.2,16.1,240
2006,UHF42,410,4,Rockaways,23.4,24.5,194
2006,UHF42,501,4,Port Richmond,29.0,28.4,135
2006,UHF42,502,4,Stapleton - St. George,17.9,18.2,167
2006,UHF42,503,4,Willowbrook,7.7,8.5,56
2006,UHF42,504,4,South Beach - Tottenville,10.0,10.7,153
2006,Borough,1,1,Bronx,55.8,55.0,"5,357"
2006,Borough,2,1,Brooklyn,27.7,27.4,"5,091"
2006,Borough,3,1,Manhattan,24.0,23.0,"3,065"
2006,Borough,4,1,Queens,16.2,16.5,"2,843"
2006,Borough,5,1,Staten Island,14.7,15.3,531
2006,Citywide,1,0,New York City,27.2,27.1,"16,887"
2005,UHF42,101,4,Kingsbridge - Riverdale,21.4,23.3,168
2005,UHF42,102,4,Northeast Bronx,27.7,28.8,412
2005,UHF42,103,4,Fordham - Bronx Pk,47.4,44.0,782
2005,UHF42,104,4,Pelham - Throgs Neck,33.6,33.9,740
2005,UHF42,105,4,Crotona - Tremont,76.1,68.8,945
2005,UHF42,106,4,High Bridge - Morrisania,74.3,68.8,935
2005,UHF42,107,4,Hunts Point - Mott Haven,91.8,85.7,751
2005,UHF42,201,4,Greenpoint,25.4,20.7,191
2005,UHF42,202,4,Downtown - Heights - Slope,29.9,26.4,460
2005,UHF42,203,4,Bedford Stuyvesant - Crown Heights,44.8,42.6,984
2005,UHF42,204,4,East New York,41.7,38.8,485
2005,UHF42,205,4,Sunset Park,26.7,22.4,206
2005,UHF42,206,4,Borough Park,13.6,13.7,318
2005,UHF42,207,4,East Flatbush - Flatbush,22.5,21.9,502
2005,UHF42,208,4,Canarsie - Flatlands,17.4,17.6,259
2005,UHF42,209,4,Bensonhurst - Bay Ridge,7.3,8.3,134
2005,UHF42,210,4,Coney Island - Sheepshead Bay,15.5,17.3,394
2005,UHF42,211,4,Williamsburg - Bushwick,76.7,68.0,966
2005,UHF42,301,4,Washington Heights,25.4,23.8,481
2005,UHF42,302,4,Central Harlem - Morningside Heights,42.0,39.6,485
2005,UHF42,303,4,East Harlem,71.2,68.3,566
2005,UHF42,304,4,Upper West Side,12.2,12.3,234
2005,UHF42,305,4,Upper East Side,6.0,6.0,114
2005,UHF42,306,4,Chelsea - Clinton,16.2,14.4,180
2005,UHF42,307,4,Gramercy Park - Murray Hill,12.9,11.5,139
2005,UHF42,308,4,Greenwich Village - SoHo,4.5,4.0,30
2005,UHF42,309,4,Union Square - Lower East Side,25.0,23.3,398
2005,UHF42,310,4,Lower Manhattan,14.6,11.6,43
2005,UHF42,401,4,Long Island City - Astoria,17.5,15.7,275
2005,UHF42,402,4,West Queens,13.6,12.2,453
2005,UHF42,403,4,Flushing - Clearview,6.1,6.8,142
2005,UHF42,404,4,Bayside - Little Neck,5.3,5.9,41
2005,UHF42,405,4,Ridgewood - Forest Hills,14.9,15.9,311
2005,UHF42,406,4,Fresh Meadows,12.3,13.0,95
2005,UHF42,407,4,Southwest Queens,17.3,16.8,333
2005,UHF42,408,4,Jamaica,24.0,24.3,517
2005,UHF42,409,4,Southeast Queens,13.7,14.7,220
2005,UHF42,410,4,Rockaways,20.8,22.0,173
2005,UHF42,501,4,Port Richmond,21.4,22.1,104
2005,UHF42,502,4,Stapleton - St. George,17.2,17.4,159
2005,UHF42,503,4,Willowbrook,10.6,11.3,75
2005,UHF42,504,4,South Beach - Tottenville,10.1,10.5,149
2005,Borough,1,1,Bronx,53.9,52.8,"5,130"
2005,Borough,2,1,Brooklyn,28.6,28.2,"5,231"
2005,Borough,3,1,Manhattan,22.2,21.3,"2,812"
2005,Borough,4,1,Queens,16.0,16.2,"2,795"
2005,Borough,5,1,Staten Island,14.3,14.8,512
2005,Citywide,1,0,New York City,26.7,26.5,"16,480"
